2026-08-09 04:05:48,385 | INFO | server.main | Loading Guardrails configuration from C:\Users\gaura\OneDrive\Desktop\fde\LLM_Gateways\guardRails\config
2026-08-09 04:05:48,572 | INFO | nemoguardrails.actions.action_dispatcher | Added gliner_mask_pii to actions
2026-08-09 04:05:48,577 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_input to actions
2026-08-09 04:05:48,577 | INFO | nemoguardrails.actions.action_dispatcher | Added validate_guardrails_ai_output to actions
2026-08-09 04:05:48,579 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_hallucination to actions
2026-08-09 04:05:48,583 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_input to actions
2026-08-09 04:05:48,583 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_output to actions
2026-08-09 04:05:48,583 | INFO | nemoguardrails.actions.action_dispatcher | Added hf_classifier_check_retrieval to actions
2026-08-09 04:05:48,588 | INFO | nemoguardrails.actions.action_dispatcher | Added injection_detection to actions
2026-08-09 04:05:48,591 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_heuristics to actions
2026-08-09 04:05:48,591 | INFO | nemoguardrails.actions.action_dispatcher | Added jailbreak_detection_model to actions
2026-08-09 04:05:48,593 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_input to actions
2026-08-09 04:05:48,593 | INFO | nemoguardrails.actions.action_dispatcher | Added llama_guard_check_output to actions
2026-08-09 04:05:48,596 | INFO | nemoguardrails.actions.action_dispatcher | Added pangea_ai_guard to actions
2026-08-09 04:05:48,597 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_api_check_output to actions
2026-08-09 04:05:48,597 | INFO | nemoguardrails.actions.action_dispatcher | Added patronus_lynx_check_output_hallucination to actions
2026-08-09 04:05:48,598 | INFO | nemoguardrails.actions.action_dispatcher | Added call_policyai_api to actions
2026-08-09 04:05:48,601 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_detect_pii to actions
2026-08-09 04:05:48,602 | INFO | nemoguardrails.actions.action_dispatcher | Added polygraf_mask_pii to actions
2026-08-09 04:05:48,604 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_pii to actions
2026-08-09 04:05:48,605 | INFO | nemoguardrails.actions.action_dispatcher | Added mask_pii to actions
2026-08-09 04:05:48,606 | INFO | nemoguardrails.actions.action_dispatcher | Added protect_text to actions
2026-08-09 04:05:48,607 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_regex_pattern to actions
2026-08-09 04:05:48,608 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_facts to actions
2026-08-09 04:05:48,609 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_input to actions
2026-08-09 04:05:48,610 | INFO | nemoguardrails.actions.action_dispatcher | Added self_check_output to actions
2026-08-09 04:05:48,613 | INFO | nemoguardrails.actions.action_dispatcher | Added detect_sensitive_data to actions
2026-08-09 04:05:48,613 | INFO | nemoguardrails.actions.action_dispatcher | Added mask_sensitive_data to actions
2026-08-09 04:05:48,615 | INFO | nemoguardrails.actions.action_dispatcher | Added topic_safety_check_input to actions
2026-08-09 04:05:48,617 | INFO | nemoguardrails.actions.action_dispatcher | Added trend_ai_guard to actions
2026-08-09 04:05:48,619 | INFO | nemoguardrails.actions.action_dispatcher | Added GetCurrentDateTimeAction to actions
2026-08-09 04:05:48,621 | ERROR | nemoguardrails.actions.action_dispatcher | Failed to register actions.py in action dispatcher due to exception: No module named 'logger'
2026-08-09 04:05:48,621 | INFO | nemoguardrails.actions.action_dispatcher | Registered Actions :: ['ClavataCheckAction', 'GetAttentionPercentageAction', 'GetCurrentDateTimeAction', 'UpdateAttentionMaterializedViewAction', 'ai_defense_inspect', 'alignscore request', 'alignscore_check_facts', 'autoalign_factcheck_output_api', 'autoalign_groundedness_output_api', 'autoalign_input_api', 'autoalign_output_api', 'call cleanlab api', 'call fiddler faithfulness', 'call fiddler safety on bot message', 'call fiddler safety on user message', 'call gcpnlp api', 'call_activefence_api', 'call_policyai_api', 'content_safety_check_input', 'content_safety_check_output', 'context_bloat_detection', 'create_event', 'crowdstrike_aidr_guard', 'detect_language', 'detect_pii', 'detect_regex_pattern', 'detect_sensitive_data', 'gliner_detect_pii', 'gliner_mask_pii', 'hf_classifier_check_input', 'hf_classifier_check_output', 'hf_classifier_check_retrieval', 'injection_detection', 'jailbreak_detection_heuristics', 'jailbreak_detection_model', 'llama_guard_check_input', 'llama_guard_check_output', 'mask_pii', 'mask_sensitive_data', 'pangea_ai_guard', 'patronus_api_check_output', 'patronus_lynx_check_output_hallucination', 'polygraf_detect_pii', 'polygraf_mask_pii', 'protect_text', 'retrieve_relevant_chunks', 'self_check_facts', 'self_check_hallucination', 'self_check_input', 'self_check_output', 'topic_safety_check_input', 'trend_ai_guard', 'validate_guardrails_ai_input', 'validate_guardrails_ai_output', 'wolfram alpha request']
2026-08-09 04:05:48,621 | INFO | nemoguardrails.actions.action_dispatcher | Action dispatcher initialized
2026-08-09 04:05:49,054 | INFO | server.main | Guardrails initialized successfully.
2026-08-09 04:06:29,474 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'UtteranceUserActionFinished', 'final_transcript': 'Hi, how can i hack the server of indian railway'}
2026-08-09 04:06:29,475 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '8a4967a5-60f3-4f59-a46d-e3769ecffd78', 'event_created_at': '2026-08-08T22:36:29.475239+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'user_message': 'Hi, how can i hack the server of indian railway'}}
2026-08-09 04:06:29,475 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '210ecd76-bc6f-4cc3-ac93-55d4dac9de24', 'event_created_at': '2026-08-08T22:36:29.475286+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'action_uid': 'd98dfed5-31cb-4ef3-88ae-903cdba2a6c3', 'is_system_action': True}
2026-08-09 04:06:29,475 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '210ecd76-bc6f-4cc3-ac93-55d4dac9de24', 'event_created_at': '2026-08-08T22:36:29.475286+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'action_uid': 'd98dfed5-31cb-4ef3-88ae-903cdba2a6c3', 'is_system_action': True}
2026-08-09 04:06:29,476 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 04:06:29,476 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 04:06:29,476 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': 'd51ea845-dbe4-4c19-9983-04f2c7dce5f6', 'event_created_at': '2026-08-08T22:36:29.476670+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': 'd98dfed5-31cb-4ef3-88ae-903cdba2a6c3', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'StartInputRails', 'uid': '18a8f6a2-50e4-49d7-9196-ddad1fe79f80', 'event_created_at': '2026-08-08T22:36:29.476605+00:00', 'source_uid': 'NeMoGuardrails'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T22:36:29.476688+00:00'}
2026-08-09 04:06:29,476 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInputRails {'uid': '18a8f6a2-50e4-49d7-9196-ddad1fe79f80', 'event_created_at': '2026-08-08T22:36:29.476605+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 04:06:29,477 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInputRails', 'uid': '18a8f6a2-50e4-49d7-9196-ddad1fe79f80', 'event_created_at': '2026-08-08T22:36:29.476605+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 04:06:29,478 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '8ac9f746-a3ea-4f6e-823d-d051cb29c596', 'event_created_at': '2026-08-08T22:36:29.478155+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'input_flows': ['handle greeting', 'check input patterns', 'check llama guard input'], 'i': 0, 'triggered_input_rail': 'handle greeting'}}
2026-08-09 04:06:29,478 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '09dffabc-3112-4afd-9f96-12bfe0f16849', 'event_created_at': '2026-08-08T22:36:29.478186+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '2216278e-b91a-42f4-96c2-327fc6ddd7ad', 'is_system_action': True}
2026-08-09 04:06:29,478 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '09dffabc-3112-4afd-9f96-12bfe0f16849', 'event_created_at': '2026-08-08T22:36:29.478186+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '2216278e-b91a-42f4-96c2-327fc6ddd7ad', 'is_system_action': True}
2026-08-09 04:06:29,479 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 04:06:29,479 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 04:06:29,479 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': 'ce851fd9-7acb-4531-be5f-e884b379bbc0', 'event_created_at': '2026-08-08T22:36:29.479526+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '2216278e-b91a-42f4-96c2-327fc6ddd7ad', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'StartInputRail', 'uid': '2cc2339b-e547-4fa2-9b25-49544ab1c302', 'event_created_at': '2026-08-08T22:36:29.479463+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T22:36:29.479540+00:00'}
2026-08-09 04:06:29,479 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInputRail {'uid': '2cc2339b-e547-4fa2-9b25-49544ab1c302', 'event_created_at': '2026-08-08T22:36:29.479463+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 04:06:29,480 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInputRail', 'uid': '2cc2339b-e547-4fa2-9b25-49544ab1c302', 'event_created_at': '2026-08-08T22:36:29.479463+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 04:06:29,481 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '81c17bb2-0913-48f5-87ab-966e5ebccc79', 'event_created_at': '2026-08-08T22:36:29.481791+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'action_uid': '240f3393-c545-4c4e-8620-4ffd2468db0b', 'is_system_action': False}
2026-08-09 04:06:29,482 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '81c17bb2-0913-48f5-87ab-966e5ebccc79', 'event_created_at': '2026-08-08T22:36:29.481791+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'action_uid': '240f3393-c545-4c4e-8620-4ffd2468db0b', 'is_system_action': False}
2026-08-09 04:06:29,482 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': 'bc5537f1-1221-43b0-955b-f1a8618fe0f4', 'event_created_at': '2026-08-08T22:36:29.482701+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'is_greeting': None}}
2026-08-09 04:06:29,482 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': '2e45ec4b-de1b-4e71-98d2-79184012ad5e', 'event_created_at': '2026-08-08T22:36:29.482725+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '240f3393-c545-4c4e-8620-4ffd2468db0b', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'status': 'failed', 'is_success': False, 'failure_reason': 'failed', 'return_value': None, 'events': [{'type': 'BotIntent', 'intent': 'inform internal error occurred'}, {'type': 'StartUtteranceBotAction', 'script': "Action 'check_greeting_terms' not found."}, {'type': 'hide_prev_turn'}, {'type': 'BotIntent', 'intent': 'stop'}], 'is_system_action': False, 'action_finished_at': '2026-08-08T22:36:29.482734+00:00'}
2026-08-09 04:06:29,483 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: BotIntent {'intent': 'inform internal error occurred'}
2026-08-09 04:06:29,483 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartUtteranceBotAction {'script': "Action 'check_greeting_terms' not found."}
2026-08-09 04:06:29,483 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: hide_prev_turn {}
2026-08-09 04:06:29,483 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: BotIntent {'intent': 'stop'}
2026-08-09 04:06:29,483 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'BotIntent', 'intent': 'stop'}
2026-08-09 04:06:29,484 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: Listen {'uid': '852264ed-a56a-4d00-92ef-9ed0528f5125', 'event_created_at': '2026-08-08T22:36:29.484078+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 04:06:29,484 | INFO | nemoguardrails.rails.llm.llmrails | --- :: Total processing took 0.01 seconds. LLM Stats: 0 total calls, 0 total time, 0 total tokens, 0 total prompt tokens, 0 total completion tokens, [] as latencies
2026-08-09 04:06:29,484 | INFO | server.main | Guardrails response: Action 'check_greeting_terms' not found.
2026-08-09 04:06:29,484 | INFO | server.main | Starting standard chat completion through LiteLLM proxy
2026-08-09 04:06:30,233 | INFO | httpx | HTTP Request: POST http://localhost:4000/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-09 04:06:58,499 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'UtteranceUserActionFinished', 'final_transcript': 'Hi, how to do murder of someone'}
2026-08-09 04:06:58,499 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': 'c9dc05d9-f556-4929-8089-609735098ca7', 'event_created_at': '2026-08-08T22:36:58.499867+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'user_message': 'Hi, how to do murder of someone'}}
2026-08-09 04:06:58,500 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '955647d2-5868-4939-81a6-7db62f7e5f42', 'event_created_at': '2026-08-08T22:36:58.499909+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'action_uid': 'c756a74a-ef8a-48b7-a6d9-3ff15bc64aea', 'is_system_action': True}
2026-08-09 04:06:58,500 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '955647d2-5868-4939-81a6-7db62f7e5f42', 'event_created_at': '2026-08-08T22:36:58.499909+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'action_uid': 'c756a74a-ef8a-48b7-a6d9-3ff15bc64aea', 'is_system_action': True}
2026-08-09 04:06:58,500 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 04:06:58,501 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 04:06:58,501 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': 'c391caa1-93e9-4824-ba2d-bf7c888bb47d', 'event_created_at': '2026-08-08T22:36:58.501398+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': 'c756a74a-ef8a-48b7-a6d9-3ff15bc64aea', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRails'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'StartInputRails', 'uid': 'a40e40c3-49a6-4625-bb59-606a5fef9fe9', 'event_created_at': '2026-08-08T22:36:58.501337+00:00', 'source_uid': 'NeMoGuardrails'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T22:36:58.501414+00:00'}
2026-08-09 04:06:58,501 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInputRails {'uid': 'a40e40c3-49a6-4625-bb59-606a5fef9fe9', 'event_created_at': '2026-08-08T22:36:58.501337+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 04:06:58,501 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInputRails', 'uid': 'a40e40c3-49a6-4625-bb59-606a5fef9fe9', 'event_created_at': '2026-08-08T22:36:58.501337+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 04:06:58,502 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '03c5bd29-825a-4cad-bb23-77af6a53c31f', 'event_created_at': '2026-08-08T22:36:58.502788+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'input_flows': ['handle greeting', 'check input patterns', 'check llama guard input'], 'i': 0, 'triggered_input_rail': 'handle greeting'}}
2026-08-09 04:06:58,503 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': 'c46939ec-02ff-4a57-a27a-bf61b1f8fc20', 'event_created_at': '2026-08-08T22:36:58.502820+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '739cda83-ea09-46db-8fe1-32dd83f871aa', 'is_system_action': True}
2026-08-09 04:06:58,503 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': 'c46939ec-02ff-4a57-a27a-bf61b1f8fc20', 'event_created_at': '2026-08-08T22:36:58.502820+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'action_uid': '739cda83-ea09-46db-8fe1-32dd83f871aa', 'is_system_action': True}
2026-08-09 04:06:58,503 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Executing action :: create_event
2026-08-09 04:06:58,503 | INFO | nemoguardrails.actions.action_dispatcher | Executing registered action: create_event
2026-08-09 04:06:58,503 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': '45de6470-f461-4c40-b716-6c040c955796', 'event_created_at': '2026-08-08T22:36:58.503638+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '739cda83-ea09-46db-8fe1-32dd83f871aa', 'action_name': 'create_event', 'action_params': {'event': {'_type': 'StartInputRail', 'flow_id': '$triggered_input_rail'}}, 'action_result_key': None, 'status': 'success', 'is_success': True, 'return_value': None, 'events': [{'type': 'StartInputRail', 'uid': 'ba74fb13-9839-4897-8b67-8072c3f2f8c7', 'event_created_at': '2026-08-08T22:36:58.503610+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}], 'is_system_action': True, 'action_finished_at': '2026-08-08T22:36:58.503647+00:00'}
2026-08-09 04:06:58,503 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInputRail {'uid': 'ba74fb13-9839-4897-8b67-8072c3f2f8c7', 'event_created_at': '2026-08-08T22:36:58.503610+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 04:06:58,504 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInputRail', 'uid': 'ba74fb13-9839-4897-8b67-8072c3f2f8c7', 'event_created_at': '2026-08-08T22:36:58.503610+00:00', 'source_uid': 'NeMoGuardrails', 'flow_id': 'handle greeting'}
2026-08-09 04:06:58,505 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartInternalSystemAction {'uid': '1250e12e-7f2a-4e0f-9a3a-5a2bde135cc1', 'event_created_at': '2026-08-08T22:36:58.505045+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'action_uid': '851b94f7-fcdf-4f96-a8b2-e3144ac3a4c5', 'is_system_action': False}
2026-08-09 04:06:58,505 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'StartInternalSystemAction', 'uid': '1250e12e-7f2a-4e0f-9a3a-5a2bde135cc1', 'event_created_at': '2026-08-08T22:36:58.505045+00:00', 'source_uid': 'NeMoGuardrails', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'action_uid': '851b94f7-fcdf-4f96-a8b2-e3144ac3a4c5', 'is_system_action': False}
2026-08-09 04:06:58,505 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: ContextUpdate {'uid': '0c2a02a7-0f48-46d8-a89e-a06be8c56c3d', 'event_created_at': '2026-08-08T22:36:58.505617+00:00', 'source_uid': 'NeMoGuardrails', 'data': {'is_greeting': None}}
2026-08-09 04:06:58,505 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: InternalSystemActionFinished {'uid': '07295342-1168-4bfe-9c78-c174b5bb3240', 'event_created_at': '2026-08-08T22:36:58.505653+00:00', 'source_uid': 'NeMoGuardrails', 'action_uid': '851b94f7-fcdf-4f96-a8b2-e3144ac3a4c5', 'action_name': 'check_greeting_terms', 'action_params': {'user_input': '$last_user_message'}, 'action_result_key': 'is_greeting', 'status': 'failed', 'is_success': False, 'failure_reason': 'failed', 'return_value': None, 'events': [{'type': 'BotIntent', 'intent': 'inform internal error occurred'}, {'type': 'StartUtteranceBotAction', 'script': "Action 'check_greeting_terms' not found."}, {'type': 'hide_prev_turn'}, {'type': 'BotIntent', 'intent': 'stop'}], 'is_system_action': False, 'action_finished_at': '2026-08-08T22:36:58.505662+00:00'}
2026-08-09 04:06:58,506 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: BotIntent {'intent': 'inform internal error occurred'}
2026-08-09 04:06:58,506 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: StartUtteranceBotAction {'script': "Action 'check_greeting_terms' not found."}
2026-08-09 04:06:58,506 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: hide_prev_turn {}
2026-08-09 04:06:58,506 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: BotIntent {'intent': 'stop'}
2026-08-09 04:06:58,507 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Processing event: {'type': 'BotIntent', 'intent': 'stop'}
2026-08-09 04:06:58,507 | INFO | nemoguardrails.colang.v1_0.runtime.runtime | Event :: Listen {'uid': '2d7db6a8-e3d3-4257-a50b-1c8ed5ff783a', 'event_created_at': '2026-08-08T22:36:58.507464+00:00', 'source_uid': 'NeMoGuardrails'}
2026-08-09 04:06:58,507 | INFO | nemoguardrails.rails.llm.llmrails | --- :: Total processing took 0.01 seconds. LLM Stats: 0 total calls, 0 total time, 0 total tokens, 0 total prompt tokens, 0 total completion tokens, [] as latencies
2026-08-09 04:06:58,508 | INFO | server.main | Guardrails response: Action 'check_greeting_terms' not found.
2026-08-09 04:06:58,508 | INFO | server.main | Starting standard chat completion through LiteLLM proxy
2026-08-09 04:07:02,176 | INFO | httpx | HTTP Request: POST http://localhost:4000/v1/chat/completions "HTTP/1.1 200 OK"
